classifier_name,criterion,optimizer
Fully Connected Neural Network,BCEWithLogitsLoss(),"SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0
    nesterov: False
    weight_decay: 0
)"
